name,order,trigger,invocationService,invocationAction,rollbackService,rollbackAction,_id,status,error,rollbackError,saga_instance_id
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,687451a7-f7b4-45a5-8dec-301de76f8361,COMPLETED,,,64c134f4ed8f09ca734d0e97
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,125f542c-1863-4f8d-bbb5-29dcb6690b15,COMPLETED,,,64c134f4d3565b66c63cb27c
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,,,486fb85c-8a33-4d76-94fe-8730a15a8aa5,COMPLETED,,,64c134f4d3565b66c63cb27d
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,c30fd787-b7b6-4424-a62a-d857dba93425,COMPLETED,,,64c134f6d3565b66c63cb288
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,f5590002-07f2-4cc6-8c39-aeb4a9c01c77,COMPENSATED,,,64c134f6ed8f09ca734d0e9e
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,24cffa87-48b2-40e9-bda9-196af41ddeef,FAILED,,,64c134f6ed8f09ca734d0e9d
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,,,7af3733b-e15d-4a0d-a3c9-cd501d97e9cd,PENDING,,,64c134f6ed8f09ca734d0ea2
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,ffc0da30-4790-4237-a5b2-5db2721ce1ae,PENDING,,,64c134f7d3565b66c63cb290
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,52408863-ef8f-40b0-b1cf-389ad0407e96,COMPENSATED,,,64c134f7ed8f09ca734d0ead
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,4ea0dde5-bfab-407d-b1de-65b608dd7aa4,FAILED,,,64c134f7ed8f09ca734d0eae
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,,,0d89a842-f76e-4377-aa15-7fdc2e274789,PENDING,,,64c134f7d3565b66c63cb292
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,23e6c8da-4950-4b89-83d3-cfe39d42ba3d,PENDING,,,64c134f8d3565b66c63cb298
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,64324010-d20b-4711-b14d-8c65928cdffa,COMPLETED,,,64c134f8ed8f09ca734d0eb5
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,0bba9fc8-786d-470a-86f7-c1bd65362ca1,COMPLETED,,,64c134f8d3565b66c63cb29a
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,,,4a56e4eb-fbca-4157-905d-1d46b8218781,COMPLETED,,,64c134f9d3565b66c63cb2a4
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,2ee88bb3-0dc9-47ec-ad5a-a1a59748d5e2,COMPLETED,,,64c134f9ed8f09ca734d0ebc
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,37975773-9c89-4431-bbf3-06ab6930ec1c,COMPENSATED,,,64c134f9ed8f09ca734d0ebb
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,ce6bcec9-641d-456e-8da4-52bcc58c2670,FAILED,,,64c134f9ed8f09ca734d0ebf
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,,,98bac8c6-6ec9-4086-b817-fa3a9a573afa,PENDING,,,64c134fad3565b66c63cb2a9
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,fd9320ea-bcf0-4eeb-b0c7-04b403044530,PENDING,,,64c134fad3565b66c63cb2aa
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,66db87fa-355e-494d-8788-90d71ef70675,FAILED,,,64c134faed8f09ca734d0ec9
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,5739e270-db18-4fbe-a128-6ed9833113c8,PENDING,,,64c134faed8f09ca734d0eca
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,,,27747cda-a103-47c1-8960-082b0dfed988,PENDING,,,64c134fbd3565b66c63cb2b2
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,7f640503-f72d-42e5-97fd-8d1d4d113dd4,PENDING,,,64c134fbd3565b66c63cb2b3
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,f6c7ab78-fb7d-45f3-98b9-3c5394513e5a,FAILED,,,64c134fced8f09ca734d0ed1
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,00099c40-bf3f-4a69-8bd4-ee9c9f17f1f9,PENDING,,,64c134fdd3565b66c63cb2be
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,,,428ce811-7205-4378-b25f-714cfb476c9b,PENDING,,,64c134fdd3565b66c63cb2bf
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,28c67843-0692-4871-8dab-54b52f685f4b,PENDING,,,64c134fded8f09ca734d0ed9
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,3908076e-7cef-41c6-8f71-748f79c34c1d,COMPENSATED,,,64c134fdd3565b66c63cb2c2
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,09d56dfc-f148-45e3-b0e5-e0fd0d582a33,FAILED,,,64c134fed3565b66c63cb2cd
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,,,772edbc8-aeb8-48ce-bc53-7a9fc923b8bb,PENDING,,,64c134fed3565b66c63cb2cc
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,56a1f08c-3141-4e39-8b08-3ae8ceb9fa0e,PENDING,,,64c134feed8f09ca734d0ee0
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,a36d2ca9-0ba2-44eb-bf9b-895ff95174a1,COMPLETED,,,64c134feed8f09ca734d0edf
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,6762bccd-28f2-407d-a32a-1db62dee6f8d,COMPLETED,,,64c134ffed8f09ca734d0ee9
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,,,42d495ef-6bfe-44f3-acc9-a4e57d7dcbc4,COMPLETED,,,64c134ffd3565b66c63cb2d6
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,1e8871b7-5a1c-4849-ace5-533a4e895262,COMPLETED,,,64c134ffed8f09ca734d0eeb
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,d98d837b-325b-4ac7-823f-a8d621f16db0,COMPLETED,,,64c134ffd3565b66c63cb2d8
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,bf12d9d0-e002-4b6a-902f-279253e66a15,COMPLETED,,,64c13500d3565b66c63cb2e0
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,,,a71606ec-9650-4b9a-a0a8-2f84780f03a7,COMPLETED,,,64c13500ed8f09ca734d0ef3
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,3ac35182-b04b-4ebd-be94-11bb0aebd72d,COMPLETED,,,64c13500d3565b66c63cb2e1
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,9cde3a3a-42cc-4b1f-872b-3d38ae6d0522,COMPLETED,,,64c13500d3565b66c63cb2e4
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,b0858ee3-5b21-4b40-a1e8-219e67702af1,COMPLETED,,,64c13501d3565b66c63cb2ec
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,cer-plus-models-api,rollback-create-documents,054b4b5c-4f4e-46c8-bb97-2bf02d74dc6f,COMPLETED,,,64c13501ed8f09ca734d0ef9
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,f7d48ee7-be66-4c6c-ac4e-a7246195d66c,COMPLETED,,,64c13501ed8f09ca734d0efa
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,9ad89482-34a8-4322-a8eb-5e3ed32c7ba4,COMPLETED,,,64c13501d3565b66c63cb2ed
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,7472f737-60b0-4673-887c-722056f97b4a,COMPLETED,,,64c13503d3565b66c63cb2f8
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,cer-plus-models-api,rollback-create-documents,d76eb99c-11ed-4a8d-b90f-79aa46a273f9,COMPLETED,,,64c13503ed8f09ca734d0f03
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,322d9c8f-0e0b-4db8-826a-756997f4ae5c,COMPLETED,,,64c13503d3565b66c63cb2f9
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,c1b694aa-0d40-47a1-9c51-90f94d6d6268,COMPLETED,,,64c13503d3565b66c63cb2fc
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,91b28718-c784-47e2-8e37-70217495a46b,COMPLETED,,,64c13504ed8f09ca734d0f09
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,cer-plus-models-api,rollback-create-documents,833f8e19-89dc-4f1c-86c3-532bc07f6456,COMPLETED,,,64c13504d3565b66c63cb306
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,b8da269d-75c7-44e9-8b7a-51562aba919e,COMPLETED,,,64c13504ed8f09ca734d0f0b
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,111d9cb1-0808-4021-95f6-e7edc20b6f30,COMPLETED,,,64c13504d3565b66c63cb308
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,30f6166e-ef2c-4da9-a20e-d956bc4a3385,COMPLETED,,,64c13506d3565b66c63cb310
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,cer-plus-models-api,rollback-create-documents,2eae685a-a3a3-4a65-af7d-b4acc2debc00,COMPLETED,,,64c13506ed8f09ca734d0f13
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,10f3be6e-dcef-4e2a-ac88-99322af595c9,COMPLETED,,,64c13506d3565b66c63cb312
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,24dcce6b-e247-4513-ae2e-b27bb98c7477,COMPLETED,,,64c13506ed8f09ca734d0f15
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,99ab3309-76ea-48d6-af7a-ddb370b9d999,COMPLETED,,,64c13507ed8f09ca734d0f1e
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,cer-plus-models-api,rollback-create-documents,0d5d84ba-0060-4758-8377-3f57ab89d7a5,COMPLETED,,,64c13507ed8f09ca734d0f1d
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,ad609c5b-0ef8-425c-98f3-55c3e74a73a7,COMPLETED,,,64c13507d3565b66c63cb31a
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,7dc52b8c-48a0-47f6-b419-f1750b67b18b,COMPLETED,,,64c13507d3565b66c63cb31b
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,5d35d834-fdd1-4034-af1f-8bfdedf7050f,COMPLETED,,,64c13508ed8f09ca734d0f26
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,cer-plus-models-api,rollback-create-documents,afad08a2-048e-4f02-885d-3afc724baddb,COMPLETED,,,64c13508d3565b66c63cb323
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,6134d3cd-959b-43c8-843f-40af81a2bed9,COMPLETED,,,64c13509d3565b66c63cb32a
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,12273ba3-60d0-4b5b-8694-22e97d8e5ebf,COMPENSATED,,,64c13509ed8f09ca734d0f2d
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,53860b62-3d6f-4503-8955-c984bde7bc60,COMPENSATED,,,64c13509ed8f09ca734d0f2e
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,cer-plus-models-api,rollback-create-documents,d8503cc2-9a85-4045-8e29-1787ebaf610b,FAILED,,,64c13509d3565b66c63cb32b
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,a6c8de12-698a-46f0-8993-8c632beb35a1,PENDING,,,64c1350aed8f09ca734d0f35
change-iban,1,AUTO,cer-plus-change-iban,change,,,0f27e80c-87ca-45da-9cbe-1aebf286a8a1,FAILED,,,64c1350ad3565b66c63cb332
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a2876adc-7d50-489a-b2b2-c06d86803bc7,PENDING,,,64c1350bd3565b66c63cb339
change-iban,1,AUTO,cer-plus-change-iban,change,,,a42b74f1-70cf-44e7-ba25-5190f54aa9d9,FAILED,,,64c1350bd3565b66c63cb338
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,374f6308-9c50-4195-a322-0f9e5789ce43,PENDING,,,64c1350bed8f09ca734d0f3d
change-iban,1,AUTO,cer-plus-change-iban,change,,,c604fa14-4bb3-4120-b44e-cad59c66364b,FAILED,,,64c1350bd3565b66c63cb33c
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,3b50641b-1ef5-431b-8033-98244855dc4a,PENDING,,,64c1350ced8f09ca734d0f43
change-iban,1,AUTO,cer-plus-change-iban,change,,,d6b2fa25-da33-423d-81c8-5f4bd0743cf1,FAILED,,,64c1350cd3565b66c63cb346
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,c3861601-860d-4231-a700-295982d8059c,PENDING,,,64c1350ced8f09ca734d0f45
change-iban,1,AUTO,cer-plus-change-iban,change,,,fce7b15f-3002-4000-b064-b6a8a8957767,FAILED,,,64c1350dd3565b66c63cb34c
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,39506ef7-d659-49aa-b639-da3d66b379ce,PENDING,,,64c1350ded8f09ca734d0f4d
change-iban,1,AUTO,cer-plus-change-iban,change,,,94c26aad-847a-44ee-9269-599d605c3818,FAILED,,,64c1350dd3565b66c63cb34e
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,900fb5ce-1ba9-4901-8760-908097fb937d,PENDING,,,64c1350ed3565b66c63cb355
change-iban,1,AUTO,cer-plus-change-iban,change,,,6f42bd41-0d67-4309-9cd0-8694a0e7f35a,COMPLETED,,,64c1350eed8f09ca734d0f51
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ecb01396-d0e0-4b75-ac8d-5c05cfe15877,COMPLETED,,,64c1350eed8f09ca734d0f52
change-iban,1,AUTO,cer-plus-change-iban,change,,,738a55f6-a0e1-4995-8d49-d0cd09161709,COMPLETED,,,64c1350fd3565b66c63cb35a
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b5fed901-e763-4286-8b9e-ee1749f7c2aa,COMPLETED,,,64c13510ed8f09ca734d0f5b
change-iban,1,AUTO,cer-plus-change-iban,change,,,0b02ad7a-883a-4cfb-ba4f-008f98c4f4f4,COMPLETED,,,64c13510d3565b66c63cb360
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ea84324a-17b7-4500-b1c1-b4d61be6a7cf,COMPLETED,,,64c13510ed8f09ca734d0f5c
change-iban,1,AUTO,cer-plus-change-iban,change,,,32a7957b-6877-44f6-9712-6cd55f68af07,COMPLETED,,,64c13511d3565b66c63cb366
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,f66dc1dc-9c2f-4a48-b8b7-3bee66b2d1d1,COMPLETED,,,64c13511d3565b66c63cb368
change-iban,1,AUTO,cer-plus-change-iban,change,,,13ab8dd2-5818-4f5e-8061-3202a9234477,COMPLETED,,,64c13511ed8f09ca734d0f66
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,e97c8100-85e4-4a06-9e1d-2465131a9f66,COMPLETED,,,64c13511ed8f09ca734d0f65
change-iban,1,AUTO,cer-plus-change-iban,change,,,8c37dfc7-fb0e-4d7a-99f1-5698ede68bb9,COMPLETED,,,64c13512ed8f09ca734d0f6f
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,823ced99-01ed-4c61-a5b2-b56f4f6d5878,COMPLETED,,,64c13512ed8f09ca734d0f70
change-iban,1,AUTO,cer-plus-change-iban,change,,,e5165023-0fdc-4f53-b6ac-f0b5927e8518,FAILED,,,64c13512d3565b66c63cb36f
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,81a7224c-d43f-4879-b7d6-d7a35f95bf4b,PENDING,,,64c13512d3565b66c63cb36e
change-iban,1,AUTO,cer-plus-change-iban,change,,,be1e392d-633e-46bb-99f2-8fa536d02bb8,COMPLETED,,,64c13513d3565b66c63cb378
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,8d8eef64-8f43-48f4-912c-317d98812f86,COMPLETED,,,64c13514ed8f09ca734d0f7a
change-iban,1,AUTO,cer-plus-change-iban,change,,,7d785655-1f19-4480-9282-738f014a68af,COMPLETED,,,64c13514ed8f09ca734d0f79
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,6acbd8d2-bb2a-4e39-a119-fba420efb0a4,COMPLETED,,,64c13514d3565b66c63cb37e
change-iban,1,AUTO,cer-plus-change-iban,change,,,8adcaf72-8b2a-4ce4-9350-f2ca3eec4c63,FAILED,,,64c13514d3565b66c63cb380
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,762ac5d4-b356-477a-8e44-87ae3a83e4aa,PENDING,,,64c13515d3565b66c63cb387
change-iban,1,AUTO,cer-plus-change-iban,change,,,1482112e-41b9-42d2-b40f-2b28eff5d65d,COMPLETED,,,64c13515ed8f09ca734d0f82
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,7b080155-70e0-4fb2-80c9-e3f8dfa308a7,COMPLETED,,,64c13515ed8f09ca734d0f81
change-iban,1,AUTO,cer-plus-change-iban,change,,,46786222-9f33-4be7-8c89-a8bc3558ba05,COMPLETED,,,64c13515d3565b66c63cb386
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,d598b7a3-d1df-4e7f-8233-dc72eec1d5fc,COMPLETED,,,64c13517d3565b66c63cb392
change-iban,1,AUTO,cer-plus-change-iban,change,,,7bdac8fd-8263-4c58-a010-60e60222fa9e,COMPLETED,,,64c13517ed8f09ca734d0f8d
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,0dbcc0df-e5fd-4788-8806-13031adddfe1,COMPLETED,,,64c13517ed8f09ca734d0f8f
change-iban,1,AUTO,cer-plus-change-iban,change,,,cd85861f-3a5d-4d85-996f-fb4cb1712703,COMPLETED,,,64c13517d3565b66c63cb394
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,29785f30-70b5-4a79-a9ba-0d92f179155f,COMPLETED,,,64c13518ed8f09ca734d0f96
change-iban,1,AUTO,cer-plus-change-iban,change,,,a1cc4437-d03c-42a1-af39-425d1cb20b75,COMPLETED,,,64c13518d3565b66c63cb39b
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,0ce407ca-86a9-430d-b7ed-3df03b1f8801,COMPLETED,,,64c13518ed8f09ca734d0f95
change-iban,1,AUTO,cer-plus-change-iban,change,,,3fd5b9c8-4baa-4b20-a4a2-122b7e0758a8,COMPLETED,,,64c13518d3565b66c63cb39a
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,8bd236b3-aaad-4783-a863-bc98012a7752,COMPLETED,,,64c1351aed8f09ca734d0fa1
change-iban,1,AUTO,cer-plus-change-iban,change,,,a529b805-5aec-4ca5-98e9-903a92bb8040,COMPLETED,,,64c1351ad3565b66c63cb3a6
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,497a9cc1-0148-4fc0-890c-e5d1214e20a8,COMPLETED,,,64c1351ad3565b66c63cb3a8
change-iban,1,AUTO,cer-plus-change-iban,change,,,6cdbb07a-5171-4fb9-b106-9409a156127a,COMPLETED,,,64c1351aed8f09ca734d0fa3
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,65d91407-e67d-4a17-85df-b13d0870322a,COMPLETED,,,64c1351bed8f09ca734d0fa9
change-iban,1,AUTO,cer-plus-change-iban,change,,,2e6368d9-0ebd-4edc-9f4d-cd142dfaebf8,COMPLETED,,,64c1351bd3565b66c63cb3ae
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,131ee0f7-b330-41bc-917c-10172e2a72d5,COMPLETED,,,64c1351ced8f09ca734d0fb1
change-iban,1,AUTO,cer-plus-change-iban,change,,,b615c5f2-f5a1-4120-9c49-967a2f713149,COMPLETED,,,64c1351cd3565b66c63cb3b6
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,aedbae37-2ecd-445a-8478-2432e6acc143,COMPLETED,,,64c1351ced8f09ca734d0fb2
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,a51e3d28-849e-4d4b-9b7e-6bae31815e30,COMPENSATED,,,64c1351cd3565b66c63cb3b8
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,96b15194-67c4-42a1-8ca4-a85314be017a,COMPENSATED,,,64c1351ded8f09ca734d0fb9
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,cer-plus-models-api,rollback-create-documents,b2705f98-0451-4ac9-974e-6c896fe9c8e8,COMPENSATED,,,64c1351dd3565b66c63cb3be
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,1a4b5b52-fff9-445d-aa7e-509c6547f0b9,FAILED,,,64c1351dd3565b66c63cb3bf
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,19dd2dfc-5b2e-41ca-bbd2-eed338f95b19,COMPLETED,,,64c1351ded8f09ca734d0fba
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,0fdf8a4d-04bd-4749-bcbb-617036ccf857,COMPLETED,,,64c1351fed8f09ca734d0fc5
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,cer-plus-models-api,rollback-create-documents,1e84d69c-36e3-4150-9372-d60f965bdf54,COMPLETED,,,64c1351fd3565b66c63cb3ca
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,345817cf-9ee4-4148-999b-55fc893d0999,COMPLETED,,,64c1351fed8f09ca734d0fc7
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,e9cbd0de-3a6d-4f9f-a772-a0baef418e16,COMPLETED,,,64c1351fd3565b66c63cb3cc
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,08bca882-afae-4d51-9cf0-b3dc66610044,COMPLETED,,,64c13520ed8f09ca734d0fcd
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,cer-plus-models-api,rollback-create-documents,0ec21645-c467-49b2-b25d-97876f8dfb46,COMPLETED,,,64c13520d3565b66c63cb3d2
create-auth-user,4,AUTO,cer-plus-service-api,create-auth-user,,,3b38ba8e-8230-47b4-af67-70dca9cafe05,COMPLETED,,,64c13521d3565b66c63cb3da
create-member,1,AUTO,cer-plus-models-api,create-member,cer-plus-models-api,rollback-create-member,a3c45492-0dcb-4ad6-8f4b-a91e8509f499,COMPLETED,,,64c13521ed8f09ca734d0fd5
create-agreement,2,AUTO,cer-plus-models-api,create-agreement,cer-plus-models-api,rollback-create-agreement,e35f78de-ccf4-4f6b-be3d-cee0ef8008e1,COMPLETED,,,64c13521ed8f09ca734d0fd6
store-member-documents,3,AUTO,cer-plus-service-api,store-member-documents,cer-plus-models-api,rollback-create-documents,8db369b9-9251-45f0-a857-60723a371d7d,COMPLETED,,,64c13521ed8f09ca734d0fd9
